code,okres_name,obec_name
CZ0314,Písek,Květov
CZ0314,Písek,Osek
CZ0314,Písek,Vlastec
CZ0314,Písek,Vlksice
CZ0314,Písek,Žďár
CZ0315,Prachatice,Nicov
CZ0315,Prachatice,Vrbice
CZ0315,Prachatice,Žárovná
CZ0315,Prachatice,Lipovice
CZ0315,Prachatice,Kratušín
CZ0315,Prachatice,Dvory
CZ0315,Prachatice,Drslavice
CZ0315,Prachatice,Zábrdí
CZ0315,Prachatice,Žernovice
CZ0315,Prachatice,Babice
CZ0315,Prachatice,Lužice
CZ0315,Prachatice,Olšovice
CZ0315,Prachatice,Mahouš
CZ0315,Prachatice,Chvalovice
CZ0315,Prachatice,Buk
CZ0315,Prachatice,Bohunice
CZ0315,Prachatice,Újezdec
CZ0315,Prachatice,Pěčnov
CZ0315,Prachatice,Borová Lada
CZ0315,Prachatice,Prachatice
CZ0315,Prachatice,Bohumilice
CZ0315,Prachatice,Bošice
CZ0315,Prachatice,Bušanovice
CZ0315,Prachatice,Čkyně
CZ0315,Prachatice,Dub
CZ0315,Prachatice,Horní Vltavice
CZ0315,Prachatice,Hracholusky
CZ0315,Prachatice,Husinec
CZ0315,Prachatice,Chlumany
CZ0315,Prachatice,Chroboly
CZ0315,Prachatice,Ktiš
CZ0315,Prachatice,Kvilda
CZ0315,Prachatice,Lažiště
CZ0315,Prachatice,Lenora
CZ0315,Prachatice,Lhenice
CZ0315,Prachatice,Němčice
CZ0315,Prachatice,Malovice
CZ0315,Prachatice,Mičovice
CZ0315,Prachatice,Nebahovy
CZ0315,Prachatice,Netolice
CZ0315,Prachatice,Nová Pec
CZ0315,Prachatice,Radhostice
CZ0315,Prachatice,Stachy
CZ0315,Prachatice,Stožec
CZ0315,Prachatice,Strážný
CZ0315,Prachatice,Strunkovice nad Blanicí
CZ0315,Prachatice,Svatá Maří
CZ0315,Prachatice,Šumavské Hoštice
CZ0315,Prachatice,Těšovice
CZ0315,Prachatice,Tvrzice
CZ0315,Prachatice,Vacov
CZ0315,Prachatice,Vimperk
CZ0315,Prachatice,Vitějovice
CZ0315,Prachatice,Vlachovo Březí
CZ0315,Prachatice,Volary
CZ0315,Prachatice,Záblatí
CZ0315,Prachatice,Zálezly
CZ0315,Prachatice,Zbytiny
CZ0315,Prachatice,Zdíkov
CZ0315,Prachatice,Želnava
CZ0315,Prachatice,Nové Hutě
CZ0315,Prachatice,Budkov
CZ0315,Prachatice,Lčovice
CZ0315,Prachatice,Křišťanov
CZ0315,Prachatice,Kubova Huť
CZ0316,Strakonice,Čečelovice
CZ0316,Strakonice,Buzice
CZ0316,Strakonice,Chlum
CZ0316,Strakonice,Březí
CZ0316,Strakonice,Stožice
CZ0316,Strakonice,Krajníčko
CZ0316,Strakonice,Hornosín
CZ0316,Strakonice,Měkynec
CZ0316,Strakonice,Radějovice
CZ0316,Strakonice,Mačkov
CZ0316,Strakonice,Němčice
CZ0316,Strakonice,Zahorčice
CZ0316,Strakonice,Vacovice
CZ0316,Strakonice,Truskovice
CZ0316,Strakonice,Milejovice
CZ0316,Strakonice,Přechovice
CZ0316,Strakonice,Krty-Hradec
CZ0316,Strakonice,Mnichov
CZ0316,Strakonice,Tchořovice
CZ0316,Strakonice,Kocelovice
CZ0316,Strakonice,Hlupín
CZ0316,Strakonice,Nebřehovice
CZ0316,Strakonice,Třešovice
CZ0316,Strakonice,Úlehle
CZ0316,Strakonice,Němětice
CZ0316,Strakonice,Velká Turná
CZ0316,Strakonice,Kváskovice
CZ0316,Strakonice,Slaník
CZ0316,Strakonice,Strunkovice nad Volyňkou
CZ0316,Strakonice,Přední Zborovice
CZ0316,Strakonice,Krašlovice
CZ0316,Strakonice,Lom
CZ0316,Strakonice,Libětice
CZ0316,Strakonice,Řepice
CZ0316,Strakonice,Rovná
CZ0316,Strakonice,Zvotoky
CZ0316,Strakonice,Horní Poříčí
CZ0316,Strakonice,Uzeničky
CZ0316,Strakonice,Chobot
CZ0316,Strakonice,Pohorovice
CZ0316,Strakonice,Štěchovice
CZ0316,Strakonice,Kalenice
CZ0316,Strakonice,Krejnice
CZ0316,Strakonice,Nišovice
CZ0316,Strakonice,Bratronice
CZ0316,Strakonice,Strakonice
CZ0316,Strakonice,Bavorov
CZ0316,Strakonice,Bělčice
CZ0316,Strakonice,Bílsko
CZ0316,Strakonice,Blatná
CZ0316,Strakonice,Cehnice
CZ0316,Strakonice,Čejetice
CZ0316,Strakonice,Čepřovice
CZ0316,Strakonice,Čestice
CZ0316,Strakonice,Číčenice
CZ0316,Strakonice,Doubravice
CZ0316,Strakonice,Drahonice
CZ0316,Strakonice,Drážov
CZ0316,Strakonice,Dřešín
CZ0316,Strakonice,Hoslovice
CZ0316,Strakonice,Hoštice
CZ0316,Strakonice,Chelčice
CZ0316,Strakonice,Chrášťovice
CZ0316,Strakonice,Jinín
CZ0316,Strakonice,Kadov
CZ0316,Strakonice,Katovice
CZ0316,Strakonice,Kraselov
CZ0316,Strakonice,Libějovice
CZ0316,Strakonice,Litochovice
CZ0316,Strakonice,Lnáře
CZ0316,Strakonice,Malenice
CZ0316,Strakonice,Mečichov
CZ0316,Strakonice,Miloňovice
CZ0316,Strakonice,Myštice
CZ0316,Strakonice,Nihošovice
CZ0316,Strakonice,Novosedly
CZ0316,Strakonice,Osek
CZ0316,Strakonice,Paračov
CZ0316,Strakonice,Hajany
CZ0316,Strakonice,Pracejovice
CZ0316,Strakonice,Předmíř
CZ0316,Strakonice,Předslavice
CZ0316,Strakonice,Přešťovice
CZ0316,Strakonice,Radomyšl
CZ0316,Strakonice,Radošovice
CZ0316,Strakonice,Sedlice
CZ0316,Strakonice,Skočice
CZ0316,Strakonice,Sousedovice
CZ0316,Strakonice,Strašice
CZ0316,Strakonice,Střelské Hoštice
CZ0316,Strakonice,Škvořetice
CZ0316,Strakonice,Štěkeň
CZ0316,Strakonice,Třebohostice
CZ0316,Strakonice,Uzenice
CZ0316,Strakonice,Vodňany
CZ0316,Strakonice,Volenice
CZ0316,Strakonice,Volyně
CZ0316,Strakonice,Záboří
CZ0316,Strakonice,Budyně
CZ0316,Strakonice,Lažany
CZ0316,Strakonice,Nová Ves
CZ0316,Strakonice,Drachkov
CZ0316,Strakonice,Droužetice
CZ0316,Strakonice,Mutěnice
CZ0316,Strakonice,Kuřimany
CZ0316,Strakonice,Kladruby
CZ0316,Strakonice,Hájek
CZ0316,Strakonice,Únice
CZ0316,Strakonice,Pivkovice
CZ0316,Strakonice,Bezdědovice
CZ0316,Strakonice,Skály
CZ0316,Strakonice,Lažánky
CZ0317,Tábor,Katov
CZ0317,Tábor,Nadějkov
CZ0317,Tábor,Turovec
CZ0317,Tábor,Tábor
CZ0317,Tábor,Bechyně
CZ0317,Tábor,Borkovice
CZ0317,Tábor,Borotín
CZ0317,Tábor,Bradáčov
CZ0317,Tábor,Březnice
CZ0317,Tábor,Budislav
CZ0317,Tábor,Dírná
CZ0317,Tábor,Dobronice u Bechyně
CZ0317,Tábor,Dolní Hořice
CZ0317,Tábor,Dráchov
CZ0317,Tábor,Dražice
CZ0317,Tábor,Dražičky
CZ0317,Tábor,Hlavatce
CZ0317,Tábor,Chotěmice
CZ0317,Tábor,Chotoviny
CZ0317,Tábor,Choustník
CZ0317,Tábor,Chýnov
CZ0317,Tábor,Jistebnice
CZ0317,Tábor,Košice
CZ0317,Tábor,Malšice
CZ0317,Tábor,Mladá Vožice
CZ0317,Tábor,Mlýny
CZ0317,Tábor,Myslkovice
CZ0317,Tábor,Nemyšl
CZ0317,Tábor,Nová Ves u Chýnova
CZ0317,Tábor,Oldřichov
CZ0317,Tábor,Opařany
CZ0317,Tábor,Planá nad Lužnicí
CZ0317,Tábor,Pohnání
CZ0317,Tábor,Pojbuky
CZ0317,Tábor,Přehořov
CZ0317,Tábor,Radenín
CZ0317,Tábor,Radětice
CZ0317,Tábor,Radimovice u Želče
CZ0317,Tábor,Radkov
CZ0317,Tábor,Rataje
CZ0317,Tábor,Ratibořské Hory
CZ0317,Tábor,Roudná
CZ0317,Tábor,Řepeč
CZ0317,Tábor,Sezimovo Ústí
CZ0317,Tábor,Skalice
CZ0317,Tábor,Skopytce
CZ0317,Tábor,Smilovy Hory
CZ0317,Tábor,Soběslav
CZ0317,Tábor,Stádlec
CZ0317,Tábor,Sudoměřice u Bechyně
CZ0317,Tábor,Sudoměřice u Tábora
CZ0317,Tábor,Sviny
CZ0317,Tábor,Šebířov
CZ0317,Tábor,Tučapy
CZ0317,Tábor,Val
CZ0317,Tábor,Vesce
CZ0317,Tábor,Veselí nad Lužnicí
CZ0317,Tábor,Vilice
CZ0317,Tábor,Vlastiboř
CZ0317,Tábor,Vlkov
CZ0317,Tábor,Vodice
CZ0317,Tábor,Zálší
CZ0317,Tábor,Zvěrotice
CZ0317,Tábor,Želeč
CZ0317,Tábor,Nasavrky
CZ0317,Tábor,Zhoř u Tábora
CZ0317,Tábor,Běleč
CZ0317,Tábor,Hlasivo
CZ0317,Tábor,Řemíčov
CZ0317,Tábor,Dolní Hrachovice
CZ0317,Tábor,Pohnánec
CZ0317,Tábor,Rodná
CZ0317,Tábor,Krátošice
CZ0317,Tábor,Skrýchov u Malšic
CZ0317,Tábor,Mažice
CZ0317,Tábor,Hodonice
CZ0317,Tábor,Košín
CZ0317,Tábor,Jedlany
CZ0317,Tábor,Krtov
CZ0317,Tábor,Chrbonín
CZ0317,Tábor,Třebějice
CZ0317,Tábor,Svrabov
CZ0317,Tábor,Radimovice u Tábora
CZ0317,Tábor,Meziříčí
CZ0317,Tábor,Balkova Lhota
CZ0317,Tábor,Drhovice
CZ0317,Tábor,Bečice
CZ0317,Tábor,Psárov
CZ0317,Tábor,Vlčeves
CZ0317,Tábor,Nová Ves u Mladé Vožice
CZ0317,Tábor,Libějice
CZ0317,Tábor,Lom
CZ0317,Tábor,Haškovcova Lhota
CZ0317,Tábor,Dlouhá Lhota
CZ0317,Tábor,Černýšovice
CZ0317,Tábor,Drahov
CZ0317,Tábor,Žíšov
CZ0317,Tábor,Zadní Střítež
CZ0317,Tábor,Klenovice
CZ0317,Tábor,Hodětín
CZ0317,Tábor,Záhoří
CZ0317,Tábor,Slapsko
CZ0317,Tábor,Zhoř u Mladé Vožice
CZ0317,Tábor,Slapy
CZ0317,Tábor,Řípec
CZ0317,Tábor,Ústrašice
CZ0317,Tábor,Mezná
CZ0317,Tábor,Sedlečko u Soběslavě
CZ0317,Tábor,Zlukov
CZ0317,Tábor,Komárov
CZ0321,Domažlice,Domažlice
CZ0321,Domažlice,Babylon
CZ0321,Domažlice,Bělá nad Radbuzou
CZ0321,Domažlice,Blížejov
CZ0321,Domažlice,Bukovec
CZ0321,Domažlice,Čermná
CZ0321,Domažlice,Česká Kubice
CZ0321,Domažlice,Díly
CZ0321,Domažlice,Drahotín
CZ0321,Domažlice,Draženov
CZ0321,Domažlice,Hlohová
CZ0321,Domažlice,Holýšov
CZ0321,Domažlice,Horní Kamenice
CZ0321,Domažlice,Horšovský Týn
CZ0321,Domažlice,Hostouň
CZ0321,Domažlice,Chocomyšl
CZ0321,Domažlice,Chodov
CZ0321,Domažlice,Chodská Lhota
CZ0321,Domažlice,Chrastavice
CZ0321,Domažlice,Kaničky
CZ0321,Domažlice,Kdyně
CZ0321,Domažlice,Klenčí pod Čerchovem
CZ0321,Domažlice,Koloveč
CZ0321,Domažlice,Kout na Šumavě
CZ0321,Domažlice,Křenovy
CZ0321,Domažlice,Kvíčovice
CZ0321,Domažlice,Libkov
CZ0321,Domažlice,Loučim
CZ0321,Domažlice,Luženičky
CZ0321,Domažlice,Meclov
CZ0321,Domažlice,Mezholezy
CZ0321,Domažlice,Mezholezy
CZ0321,Domažlice,Milavče
CZ0321,Domažlice,Mířkov
CZ0321,Domažlice,Mrákov
CZ0321,Domažlice,Mutěnín
CZ0321,Domažlice,Nemanice
CZ0321,Domažlice,Neuměř
CZ0321,Domažlice,Nevolice
CZ0321,Domažlice,Nový Kramolín
CZ0321,Domažlice,Osvračín
CZ0321,Domažlice,Pasečnice
CZ0321,Domažlice,Pec
CZ0321,Domažlice,Poběžovice
CZ0321,Domažlice,Pocinovice
CZ0321,Domažlice,Postřekov
CZ0321,Domažlice,Puclice
CZ0321,Domažlice,Rybník
CZ0321,Domažlice,Semněvice
CZ0321,Domažlice,Spáňov
CZ0321,Domažlice,Srbice
CZ0321,Domažlice,Srby
CZ0321,Domažlice,Staňkov
CZ0321,Domažlice,Stráž
CZ0321,Domažlice,Tlumačov
CZ0321,Domažlice,Trhanov
CZ0321,Domažlice,Újezd
CZ0321,Domažlice,Únějovice
CZ0321,Domažlice,Úsilov
CZ0321,Domažlice,Velký Malahov
CZ0321,Domažlice,Vidice
CZ0321,Domažlice,Všepadly
CZ0321,Domažlice,Všeruby
CZ0321,Domažlice,Zahořany
CZ0321,Domažlice,Ždánov
CZ0321,Domažlice,Všekary
CZ0321,Domažlice,Čečovice
CZ0321,Domažlice,Černovice
CZ0321,Domažlice,Štichov
CZ0321,Domažlice,Brnířov
CZ0321,Domažlice,Kanice
CZ0321,Domažlice,Úboč
CZ0321,Domažlice,Hradiště
CZ0321,Domažlice,Otov
CZ0321,Domažlice,Vlkanov
CZ0321,Domažlice,Hora Svatého Václava
CZ0321,Domažlice,Mnichov
CZ0321,Domažlice,Hvožďany
CZ0321,Domažlice,Poděvousy
CZ0321,Domažlice,Pelechy
CZ0321,Domažlice,Hlohovčice
CZ0321,Domažlice,Nová Ves
CZ0321,Domažlice,Němčice
CZ0321,Domažlice,Močerady
CZ0321,Domažlice,Pařezov
CZ0322,Klatovy,Bukovník
CZ0322,Klatovy,Dobršín
CZ0322,Klatovy,Myslovice
CZ0322,Klatovy,Ježovy
CZ0322,Klatovy,Poleň
CZ0322,Klatovy,Hejná
CZ0322,Klatovy,Kejnice
CZ0322,Klatovy,Běhařov
CZ0322,Klatovy,Klenová
CZ0322,Klatovy,Javor
CZ0322,Klatovy,Týnec
CZ0322,Klatovy,Obytce
CZ0322,Klatovy,Břežany
CZ0322,Klatovy,Kvášňovice
CZ0322,Klatovy,Olšany
CZ0322,Klatovy,Číhaň
CZ0322,Klatovy,Mlýnské Struhadlo
CZ0322,Klatovy,Hnačov
CZ0322,Klatovy,Horská Kvilda
CZ0322,Klatovy,Modrava
CZ0322,Klatovy,Červené Poříčí
CZ0322,Klatovy,Podmokly
CZ0322,Klatovy,Tužice
CZ0322,Klatovy,Černíkov
CZ0322,Klatovy,Klatovy
CZ0322,Klatovy,Běšiny
CZ0322,Klatovy,Bezděkov
CZ0322,Klatovy,Bolešiny
CZ0322,Klatovy,Budětice
CZ0322,Klatovy,Čachrov
CZ0322,Klatovy,Dešenice
CZ0322,Klatovy,Dlažov
CZ0322,Klatovy,Dlouhá Ves
CZ0322,Klatovy,Prášily
CZ0322,Klatovy,Dolany
CZ0322,Klatovy,Hartmanice
CZ0322,Klatovy,Hlavňovice
CZ0322,Klatovy,Horažďovice
CZ0322,Klatovy,Hrádek
CZ0322,Klatovy,Hradešice
CZ0322,Klatovy,Chanovice
CZ0322,Klatovy,Chlistov
CZ0322,Klatovy,Chudenice
CZ0322,Klatovy,Chudenín
CZ0322,Klatovy,Janovice nad Úhlavou
CZ0322,Klatovy,Kašperské Hory
CZ0322,Klatovy,Kolinec
CZ0322,Klatovy,Křenice
CZ0322,Klatovy,Malý Bor
CZ0322,Klatovy,Měčín
CZ0322,Klatovy,Mochtín
CZ0322,Klatovy,Mokrosuky
CZ0322,Klatovy,Myslív
CZ0322,Klatovy,Nalžovské Hory
CZ0322,Klatovy,Nezdice na Šumavě
CZ0322,Klatovy,Nýrsko
CZ0322,Klatovy,Pačejov
CZ0322,Klatovy,Petrovice u Sušice
CZ0322,Klatovy,Plánice
CZ0322,Klatovy,Předslav
CZ0322,Klatovy,Rabí
CZ0322,Klatovy,Rejštejn
CZ0322,Klatovy,Soběšice
CZ0322,Klatovy,Srní
CZ0322,Klatovy,Strašín
CZ0322,Klatovy,Strážov
CZ0322,Klatovy,Sušice
CZ0322,Klatovy,Svéradice
CZ0322,Klatovy,Švihov
CZ0322,Klatovy,Velhartice
CZ0322,Klatovy,Velké Hydčice
CZ0322,Klatovy,Velký Bor
CZ0322,Klatovy,Vrhaveč
CZ0322,Klatovy,Zavlekov
CZ0322,Klatovy,Železná Ruda
CZ0322,Klatovy,Žihobce
CZ0322,Klatovy,Žichovice
CZ0322,Klatovy,Vřeskovice
CZ0322,Klatovy,Dražovice
CZ0322,Klatovy,Ostřetice
CZ0322,Klatovy,Lomec
CZ0322,Klatovy,Biřkov
CZ0322,Klatovy,Kovčín
CZ0322,Klatovy,Nehodiv
CZ0322,Klatovy,Hamry
CZ0322,Klatovy,Zborovy
CZ0322,Klatovy,Újezd u Plánice
CZ0322,Klatovy,Maňovice
CZ0322,Klatovy,Slatina
CZ0322,Klatovy,Mezihoří
CZ0322,Klatovy,Čímice
CZ0322,Klatovy,Domoraz
CZ0322,Klatovy,Frymburk
CZ0322,Klatovy,Nezamyslice
CZ0323,Plzeň-město,Štěnovický Borek
CZ0323,Plzeň-město,Letkov
CZ0323,Plzeň-město,Mokrouše
CZ0323,Plzeň-město,Nezbavětice
CZ0323,Plzeň-město,Plzeň 1
CZ0323,Plzeň-město,Plzeň 2-Slovany
CZ0323,Plzeň-město,Plzeň 3
CZ0323,Plzeň-město,Plzeň 4
CZ0323,Plzeň-město,Plzeň 5-Křimice
CZ0323,Plzeň-město,Plzeň 6-Litice
CZ0323,Plzeň-město,Plzeň 7-Radčice
CZ0323,Plzeň-město,Plzeň 8-Černice
CZ0323,Plzeň-město,Plzeň 10-Lhota
CZ0323,Plzeň-město,Plzeň 9-Malesice
CZ0323,Plzeň-město,Plzeň
CZ0323,Plzeň-město,Chválenice
CZ0323,Plzeň-město,Losiná
CZ0323,Plzeň-město,Nezvěstice
CZ0323,Plzeň-město,Starý Plzenec
CZ0323,Plzeň-město,Šťáhlavy
CZ0323,Plzeň-město,Tymákov
CZ0323,Plzeň-město,Dýšina
CZ0323,Plzeň-město,Chrást
CZ0323,Plzeň-město,Kyšice
CZ0323,Plzeň-město,Lhůta
CZ0324,Plzeň-jih,Přestavlky
CZ0324,Plzeň-jih,Milínov
CZ0324,Plzeň-jih,Žákava
CZ0324,Plzeň-jih,Měcholupy
CZ0324,Plzeň-jih,Oplot
CZ0324,Plzeň-jih,Horní Lukavice
CZ0324,Plzeň-jih,Týniště
CZ0324,Plzeň-jih,Skašov
CZ0324,Plzeň-jih,Dolce
CZ0324,Plzeň-jih,Střelice
CZ0324,Plzeň-jih,Lisov
CZ0324,Plzeň-jih,Nezdřev
CZ0324,Plzeň-jih,Životice
CZ0324,Plzeň-jih,Kozlovice
CZ0324,Plzeň-jih,Drahkov
CZ0324,Plzeň-jih,Nová Ves
CZ0324,Plzeň-jih,Otěšice
CZ0324,Plzeň-jih,Chlumy
CZ0324,Plzeň-jih,Nebílovy
CZ0324,Plzeň-jih,Předenice
CZ0324,Plzeň-jih,Radkovice
CZ0324,Plzeň-jih,Bolkov
CZ0324,Plzeň-jih,Únětice
CZ0324,Plzeň-jih,Líšina
CZ0324,Plzeň-jih,Kotovice
CZ0324,Plzeň-jih,Honezovice
CZ0324,Plzeň-jih,Srby
CZ0324,Plzeň-jih,Sedliště
CZ0324,Plzeň-jih,Vlčtejn
CZ0324,Plzeň-jih,Borovy
CZ0324,Plzeň-jih,Nezdice
CZ0324,Plzeň-jih,Buková
CZ0324,Plzeň-jih,Míšov
CZ0324,Plzeň-jih,Polánka
CZ0324,Plzeň-jih,Blovice
CZ0324,Plzeň-jih,Čižice
CZ0324,Plzeň-jih,Čížkov
CZ0324,Plzeň-jih,Dnešice
CZ0324,Plzeň-jih,Dobřany
CZ0324,Plzeň-jih,Dolní Lukavice
CZ0324,Plzeň-jih,Horšice
CZ0324,Plzeň-jih,Hradec
CZ0324,Plzeň-jih,Hradiště
CZ0324,Plzeň-jih,Chlum
CZ0324,Plzeň-jih,Chlumčany
CZ0324,Plzeň-jih,Chocenice
CZ0324,Plzeň-jih,Chotěšov
CZ0324,Plzeň-jih,Kasejovice
CZ0324,Plzeň-jih,Kbel
CZ0324,Plzeň-jih,Klášter
CZ0324,Plzeň-jih,Kramolín
CZ0324,Plzeň-jih,Letiny
CZ0324,Plzeň-jih,Louňová
CZ0324,Plzeň-jih,Lužany
CZ0324,Plzeň-jih,Merklín
CZ0324,Plzeň-jih,Mileč
CZ0324,Plzeň-jih,Mladý Smolivec
CZ0324,Plzeň-jih,Mohelnice
CZ0324,Plzeň-jih,Nekvasovy
CZ0324,Plzeň-jih,Nepomuk
CZ0324,Plzeň-jih,Netunice
CZ0324,Plzeň-jih,Neurazy
CZ0324,Plzeň-jih,Nové Mitrovice
CZ0324,Plzeň-jih,Oselce
CZ0324,Plzeň-jih,Prádlo
CZ0324,Plzeň-jih,Přeštice
CZ0324,Plzeň-jih,Příchovice
CZ0324,Plzeň-jih,Ptenín
CZ0324,Plzeň-jih,Roupov
CZ0324,Plzeň-jih,Řenče
CZ0324,Plzeň-jih,Seč
CZ0324,Plzeň-jih,Soběkury
CZ0324,Plzeň-jih,Spálené Poříčí
CZ0324,Plzeň-jih,Stod
CZ0324,Plzeň-jih,Střížovice
CZ0324,Plzeň-jih,Štěnovice
CZ0324,Plzeň-jih,Útušice
CZ0324,Plzeň-jih,Ves Touškov
CZ0324,Plzeň-jih,Vrčeň
CZ0324,Plzeň-jih,Vstiš
CZ0324,Plzeň-jih,Zdemyslice
CZ0324,Plzeň-jih,Zemětice
CZ0324,Plzeň-jih,Ždírec
CZ0324,Plzeň-jih,Žinkovy
CZ0324,Plzeň-jih,Vlčí
CZ0324,Plzeň-jih,Borovno
CZ0324,Plzeň-jih,Jarov
CZ0324,Plzeň-jih,Čmelíny
CZ0324,Plzeň-jih,Třebčice
CZ0324,Plzeň-jih,Tojice
CZ0325,Plzeň-sever,Hněvnice
CZ0325,Plzeň-sever,Bílov
CZ0325,Plzeň-sever,Potvorov
CZ0325,Plzeň-sever,Sedlec
CZ0325,Plzeň-sever,Vysoká Libyně
CZ0325,Plzeň-sever,Čerňovice
CZ0325,Plzeň-sever,Pláně
CZ0325,Plzeň-sever,Kbelany
CZ0325,Plzeň-sever,Úherce
CZ0325,Plzeň-sever,Studená
CZ0325,Plzeň-sever,Bezvěrov
CZ0325,Plzeň-sever,Blatnice
CZ0325,Plzeň-sever,Bučí
CZ0325,Plzeň-sever,Čeminy
CZ0325,Plzeň-sever,Česká Bříza
CZ0325,Plzeň-sever,Dobříč
CZ0325,Plzeň-sever,Dolany
CZ0325,Plzeň-sever,Dolní Bělá
CZ0325,Plzeň-sever,Dolní Hradiště
CZ0325,Plzeň-sever,Druztová
CZ0325,Plzeň-sever,Heřmanova Huť
CZ0325,Plzeň-sever,Horní Bělá
CZ0325,Plzeň-sever,Horní Bříza
CZ0325,Plzeň-sever,Hromnice
CZ0325,Plzeň-sever,Hvozd
CZ0325,Plzeň-sever,Chotíkov
CZ0325,Plzeň-sever,Chříč
CZ0325,Plzeň-sever,Jarov
CZ0325,Plzeň-sever,Kaceřov
CZ0325,Plzeň-sever,Kaznějov
CZ0325,Plzeň-sever,Kopidlo
CZ0325,Plzeň-sever,Koryta
CZ0325,Plzeň-sever,Kozojedy
CZ0325,Plzeň-sever,Kozolupy
CZ0325,Plzeň-sever,Kožlany
CZ0325,Plzeň-sever,Kralovice
CZ0325,Plzeň-sever,Krašovice
CZ0325,Plzeň-sever,Krsy
CZ0325,Plzeň-sever,Křelovice
CZ0325,Plzeň-sever,Kunějovice
CZ0325,Plzeň-sever,Ledce
CZ0325,Plzeň-sever,Líně
CZ0325,Plzeň-sever,Líšťany
CZ0325,Plzeň-sever,Manětín
CZ0325,Plzeň-sever,Město Touškov
CZ0325,Plzeň-sever,Mladotice
CZ0325,Plzeň-sever,Mrtník
CZ0325,Plzeň-sever,Nadryby
CZ0325,Plzeň-sever,Nečtiny
CZ0325,Plzeň-sever,Nekmíř
CZ0325,Plzeň-sever,Nevřeň
CZ0325,Plzeň-sever,Nýřany
CZ0325,Plzeň-sever,Obora
CZ0325,Plzeň-sever,Ostrov u Bezdružic
CZ0325,Plzeň-sever,Pernarec
CZ0325,Plzeň-sever,Plasy
CZ0325,Plzeň-sever,Plešnice
CZ0325,Plzeň-sever,Pňovany
CZ0325,Plzeň-sever,Přehýšov
CZ0325,Plzeň-sever,Rochlov
CZ0325,Plzeň-sever,Rybnice
CZ0325,Plzeň-sever,Tis u Blatna
CZ0325,Plzeň-sever,Tlučná
CZ0325,Plzeň-sever,Trnová
CZ0325,Plzeň-sever,Třemošná
CZ0325,Plzeň-sever,Úlice
CZ0325,Plzeň-sever,Úněšov
CZ0325,Plzeň-sever,Úterý
CZ0325,Plzeň-sever,Vejprnice
CZ0325,Plzeň-sever,Vochov
CZ0325,Plzeň-sever,Všeruby
CZ0325,Plzeň-sever,Zbůch
CZ0325,Plzeň-sever,Zruč-Senec
CZ0325,Plzeň-sever,Žihle
CZ0325,Plzeň-sever,Žilov
CZ0325,Plzeň-sever,Hlince
CZ0325,Plzeň-sever,Líté
CZ0325,Plzeň-sever,Loza
CZ0325,Plzeň-sever,Lochousice
CZ0325,Plzeň-sever,Bohy
CZ0325,Plzeň-sever,Brodeslavy
CZ0325,Plzeň-sever,Všehrdy
CZ0325,Plzeň-sever,Myslinka
CZ0325,Plzeň-sever,Újezd nade Mží
CZ0325,Plzeň-sever,Černíkovice
CZ0325,Plzeň-sever,Holovousy
CZ0325,Plzeň-sever,Slatina
CZ0325,Plzeň-sever,Bdeněves
CZ0325,Plzeň-sever,Blažim
CZ0325,Plzeň-sever,Pastuchovice
CZ0325,Plzeň-sever,Výrov
CZ0325,Plzeň-sever,Příšov
CZ0325,Plzeň-sever,Dražeň
CZ0325,Plzeň-sever,Kočín
CZ0325,Plzeň-sever,Štichovice
CZ0325,Plzeň-sever,Zahrádka
CZ0325,Plzeň-sever,Velečín
CZ0325,Plzeň-sever,Tatiná
CZ0326,Rokycany,Skořice
CZ0326,Rokycany,Kařízek
CZ0326,Rokycany,Drahoňův Újezd
CZ0326,Rokycany,Smědčice
CZ0326,Rokycany,Chlum
CZ0326,Rokycany,Čilá
CZ0326,Rokycany,Hradiště
CZ0326,Rokycany,Zvíkovec
CZ0326,Rokycany,Bezděkov
CZ0326,Rokycany,Chomle
CZ0326,Rokycany,Kamenný Újezd
CZ0326,Rokycany,Svojkovice
CZ0326,Rokycany,Nevid
CZ0326,Rokycany,Sirá
CZ0326,Rokycany,Těškov
CZ0326,Rokycany,Týček
CZ0326,Rokycany,Újezd u Svatého Kříže
CZ0326,Rokycany,Litohlavy
CZ0326,Rokycany,Rokycany
CZ0326,Rokycany,Břasy
CZ0326,Rokycany,Březina
CZ0326,Rokycany,Bujesily
CZ0326,Rokycany,Bušovice
CZ0326,Rokycany,Cekov
CZ0326,Rokycany,Dobřív
CZ0326,Rokycany,Ejpovice
CZ0326,Rokycany,Hlohovice
CZ0326,Rokycany,Holoubkov
CZ0326,Rokycany,Hrádek
CZ0326,Rokycany,Hůrky
CZ0326,Rokycany,Cheznovice
CZ0326,Rokycany,Kařez
CZ0326,Rokycany,Klabava
CZ0326,Rokycany,Kladruby
CZ0326,Rokycany,Lhotka u Radnic
CZ0326,Rokycany,Liblín
CZ0326,Rokycany,Líšná
CZ0326,Rokycany,Mirošov
CZ0326,Rokycany,Mlečice
CZ0326,Rokycany,Mýto
CZ0326,Rokycany,Osek
CZ0326,Rokycany,Podmokly
CZ0326,Rokycany,Přívětice
CZ0326,Rokycany,Radnice
CZ0326,Rokycany,Sebečice
CZ0326,Rokycany,Strašice
CZ0326,Rokycany,Těně
CZ0326,Rokycany,Vejvanov
