code,okres_name,obec_name
CZ0523,Náchod,Náchod
CZ0523,Náchod,Bezděkov nad Metují
CZ0523,Náchod,Bohuslavice
CZ0523,Náchod,Borová
CZ0523,Náchod,Božanov
CZ0523,Náchod,Broumov
CZ0523,Náchod,Brzice
CZ0523,Náchod,Černčice
CZ0523,Náchod,Červený Kostelec
CZ0523,Náchod,Česká Čermná
CZ0523,Náchod,Česká Metuje
CZ0523,Náchod,Česká Skalice
CZ0523,Náchod,Dolany
CZ0523,Náchod,Dolní Radechová
CZ0523,Náchod,Hejtmánkovice
CZ0523,Náchod,Heřmanice
CZ0523,Náchod,Heřmánkovice
CZ0523,Náchod,Horní Radechová
CZ0523,Náchod,Hořičky
CZ0523,Náchod,Hronov
CZ0523,Náchod,Chvalkovice
CZ0523,Náchod,Jaroměř
CZ0523,Náchod,Jasenná
CZ0523,Náchod,Jestřebí
CZ0523,Náchod,Jetřichov
CZ0523,Náchod,Hynčice
CZ0523,Náchod,Křinice
CZ0523,Náchod,Lhota pod Hořičkami
CZ0523,Náchod,Machov
CZ0523,Náchod,Martínkovice
CZ0523,Náchod,Mezilečí
CZ0523,Náchod,Mezilesí
CZ0523,Náchod,Meziměstí
CZ0523,Náchod,Nahořany
CZ0523,Náchod,Nové Město nad Metují
CZ0523,Náchod,Nový Hrádek
CZ0523,Náchod,Nový Ples
CZ0523,Náchod,Otovice
CZ0523,Náchod,Police nad Metují
CZ0523,Náchod,Provodov-Šonov
CZ0523,Náchod,Přibyslav
CZ0523,Náchod,Rasošky
CZ0523,Náchod,Rožnov
CZ0523,Náchod,Rychnovek
CZ0523,Náchod,Slatina nad Úpou
CZ0523,Náchod,Slavětín nad Metují
CZ0523,Náchod,Slavoňov
CZ0523,Náchod,Stárkov
CZ0523,Náchod,Studnice
CZ0523,Náchod,Suchý Důl
CZ0523,Náchod,Šonov
CZ0523,Náchod,Teplice nad Metují
CZ0523,Náchod,Kramolna
CZ0523,Náchod,Velichovky
CZ0523,Náchod,Velká Jesenice
CZ0523,Náchod,Velké Petrovice
CZ0523,Náchod,Velký Třebešov
CZ0523,Náchod,Vlkov
CZ0523,Náchod,Vršovka
CZ0523,Náchod,Vysoká Srbská
CZ0523,Náchod,Vysokov
CZ0523,Náchod,Zábrodí
CZ0523,Náchod,Zaloňov
CZ0523,Náchod,Žďár nad Metují
CZ0523,Náchod,Žďárky
CZ0523,Náchod,Žernov
CZ0524,Rychnov nad Kněžnou,Hřibiny-Ledská
CZ0524,Rychnov nad Kněžnou,Libel
CZ0524,Rychnov nad Kněžnou,Rohenice
CZ0524,Rychnov nad Kněžnou,Krchleby
CZ0524,Rychnov nad Kněžnou,Svídnice
CZ0524,Rychnov nad Kněžnou,Vrbice
CZ0524,Rychnov nad Kněžnou,Polom
CZ0524,Rychnov nad Kněžnou,Proruby
CZ0524,Rychnov nad Kněžnou,Jahodov
CZ0524,Rychnov nad Kněžnou,Chlístov
CZ0524,Rychnov nad Kněžnou,Rychnov nad Kněžnou
CZ0524,Rychnov nad Kněžnou,Albrechtice nad Orlicí
CZ0524,Rychnov nad Kněžnou,Bačetín
CZ0524,Rychnov nad Kněžnou,Bartošovice v Orlických horách
CZ0524,Rychnov nad Kněžnou,Bílý Újezd
CZ0524,Rychnov nad Kněžnou,Bohdašín
CZ0524,Rychnov nad Kněžnou,Bolehošť
CZ0524,Rychnov nad Kněžnou,Borohrádek
CZ0524,Rychnov nad Kněžnou,Borovnice
CZ0524,Rychnov nad Kněžnou,Bystré
CZ0524,Rychnov nad Kněžnou,Byzhradec
CZ0524,Rychnov nad Kněžnou,Častolovice
CZ0524,Rychnov nad Kněžnou,Čermná nad Orlicí
CZ0524,Rychnov nad Kněžnou,Černíkovice
CZ0524,Rychnov nad Kněžnou,České Meziříčí
CZ0524,Rychnov nad Kněžnou,Čestice
CZ0524,Rychnov nad Kněžnou,Deštné v Orlických horách
CZ0524,Rychnov nad Kněžnou,Dobré
CZ0524,Rychnov nad Kněžnou,Dobruška
CZ0524,Rychnov nad Kněžnou,Dobřany
CZ0524,Rychnov nad Kněžnou,Doudleby nad Orlicí
CZ0524,Rychnov nad Kněžnou,Chleny
CZ0524,Rychnov nad Kněžnou,Janov
CZ0524,Rychnov nad Kněžnou,Javornice
CZ0524,Rychnov nad Kněžnou,Kostelec nad Orlicí
CZ0524,Rychnov nad Kněžnou,Kostelecké Horky
CZ0524,Rychnov nad Kněžnou,Kounov
CZ0524,Rychnov nad Kněžnou,Králova Lhota
CZ0524,Rychnov nad Kněžnou,Kvasiny
CZ0524,Rychnov nad Kněžnou,Lhoty u Potštejna
CZ0524,Rychnov nad Kněžnou,Liberk
CZ0524,Rychnov nad Kněžnou,Lično
CZ0524,Rychnov nad Kněžnou,Lípa nad Orlicí
CZ0524,Rychnov nad Kněžnou,Lukavice
CZ0524,Rychnov nad Kněžnou,Lupenice
CZ0524,Rychnov nad Kněžnou,Mokré
CZ0524,Rychnov nad Kněžnou,Nová Ves
CZ0524,Rychnov nad Kněžnou,Očelice
CZ0524,Rychnov nad Kněžnou,Ohnišov
CZ0524,Rychnov nad Kněžnou,Olešnice v Orlických horách
CZ0524,Rychnov nad Kněžnou,Olešnice
CZ0524,Rychnov nad Kněžnou,Opočno
CZ0524,Rychnov nad Kněžnou,Orlické Záhoří
CZ0524,Rychnov nad Kněžnou,Osečnice
CZ0524,Rychnov nad Kněžnou,Pěčín
CZ0524,Rychnov nad Kněžnou,Podbřezí
CZ0524,Rychnov nad Kněžnou,Pohoří
CZ0524,Rychnov nad Kněžnou,Potštejn
CZ0524,Rychnov nad Kněžnou,Přepychy
CZ0524,Rychnov nad Kněžnou,Rokytnice v Orlických horách
CZ0524,Rychnov nad Kněžnou,Rybná nad Zdobnicí
CZ0524,Rychnov nad Kněžnou,Říčky v Orlických horách
CZ0524,Rychnov nad Kněžnou,Sedloňov
CZ0524,Rychnov nad Kněžnou,Semechnice
CZ0524,Rychnov nad Kněžnou,Skuhrov nad Bělou
CZ0524,Rychnov nad Kněžnou,Slatina nad Zdobnicí
CZ0524,Rychnov nad Kněžnou,Sněžné
CZ0524,Rychnov nad Kněžnou,Solnice
CZ0524,Rychnov nad Kněžnou,Synkov-Slemeno
CZ0524,Rychnov nad Kněžnou,Trnov
CZ0524,Rychnov nad Kněžnou,Třebešov
CZ0524,Rychnov nad Kněžnou,Tutleky
CZ0524,Rychnov nad Kněžnou,Týniště nad Orlicí
CZ0524,Rychnov nad Kněžnou,Val
CZ0524,Rychnov nad Kněžnou,Vamberk
CZ0524,Rychnov nad Kněžnou,Voděrady
CZ0524,Rychnov nad Kněžnou,Záměl
CZ0524,Rychnov nad Kněžnou,Zdelov
CZ0524,Rychnov nad Kněžnou,Zdobnice
CZ0524,Rychnov nad Kněžnou,Žďár nad Orlicí
CZ0525,Trutnov,Královec
CZ0525,Trutnov,Litíč
CZ0525,Trutnov,Lampertice
CZ0525,Trutnov,Stanovice
CZ0525,Trutnov,Borovnička
CZ0525,Trutnov,Zábřezí-Řečice
CZ0525,Trutnov,Zdobín
CZ0525,Trutnov,Dolní Brusnice
CZ0525,Trutnov,Vilantice
CZ0525,Trutnov,Trutnov
CZ0525,Trutnov,Batňovice
CZ0525,Trutnov,Bernartice
CZ0525,Trutnov,Bílá Třemešná
CZ0525,Trutnov,Bílé Poličany
CZ0525,Trutnov,Borovnice
CZ0525,Trutnov,Čermná
CZ0525,Trutnov,Černý Důl
CZ0525,Trutnov,Dolní Branná
CZ0525,Trutnov,Dolní Dvůr
CZ0525,Trutnov,Dolní Kalná
CZ0525,Trutnov,Dolní Lánov
CZ0525,Trutnov,Dolní Olešnice
CZ0525,Trutnov,Doubravice
CZ0525,Trutnov,Dubenec
CZ0525,Trutnov,Dvůr Králové nad Labem
CZ0525,Trutnov,Hajnice
CZ0525,Trutnov,Havlovice
CZ0525,Trutnov,Horní Brusnice
CZ0525,Trutnov,Horní Kalná
CZ0525,Trutnov,Horní Maršov
CZ0525,Trutnov,Horní Olešnice
CZ0525,Trutnov,Hostinné
CZ0525,Trutnov,Hřibojedy
CZ0525,Trutnov,Chotěvice
CZ0525,Trutnov,Choustníkovo Hradiště
CZ0525,Trutnov,Chvaleč
CZ0525,Trutnov,Janské Lázně
CZ0525,Trutnov,Jívka
CZ0525,Trutnov,Klášterská Lhota
CZ0525,Trutnov,Kocbeře
CZ0525,Trutnov,Kohoutov
CZ0525,Trutnov,Kuks
CZ0525,Trutnov,Kunčice nad Labem
CZ0525,Trutnov,Lánov
CZ0525,Trutnov,Lanžov
CZ0525,Trutnov,Libňatov
CZ0525,Trutnov,Libotov
CZ0525,Trutnov,Malá Úpa
CZ0525,Trutnov,Malé Svatoňovice
CZ0525,Trutnov,Maršov u Úpice
CZ0525,Trutnov,Mladé Buky
CZ0525,Trutnov,Mostek
CZ0525,Trutnov,Nemojov
CZ0525,Trutnov,Pec pod Sněžkou
CZ0525,Trutnov,Pilníkov
CZ0525,Trutnov,Prosečné
CZ0525,Trutnov,Radvanice
CZ0525,Trutnov,Rtyně v Podkrkonoší
CZ0525,Trutnov,Rudník
CZ0525,Trutnov,Staré Buky
CZ0525,Trutnov,Strážné
CZ0525,Trutnov,Suchovršice
CZ0525,Trutnov,Svoboda nad Úpou
CZ0525,Trutnov,Špindlerův Mlýn
CZ0525,Trutnov,Trotina
CZ0525,Trutnov,Třebihošť
CZ0525,Trutnov,Úpice
CZ0525,Trutnov,Velké Svatoňovice
CZ0525,Trutnov,Velký Vřešťov
CZ0525,Trutnov,Vítězná
CZ0525,Trutnov,Vlčice
CZ0525,Trutnov,Vlčkovice v Podkrkonoší
CZ0525,Trutnov,Vrchlabí
CZ0525,Trutnov,Zlatá Olešnice
CZ0525,Trutnov,Žacléř
CZ0531,Chrudim,Dřenice
CZ0531,Chrudim,Lány
CZ0531,Chrudim,Třibřichy
CZ0531,Chrudim,Dvakačovice
CZ0531,Chrudim,Bítovany
CZ0531,Chrudim,Dolní Bezděkov
CZ0531,Chrudim,Úherčice
CZ0531,Chrudim,Hodonín
CZ0531,Chrudim,Rozhovice
CZ0531,Chrudim,Jeníkov
CZ0531,Chrudim,Křižanovice
CZ0531,Chrudim,Licibořice
CZ0531,Chrudim,Vyžice
CZ0531,Chrudim,Zájezdec
CZ0531,Chrudim,Bor u Skutče
CZ0531,Chrudim,Lipovec
CZ0531,Chrudim,Stolany
CZ0531,Chrudim,Mrákotín
CZ0531,Chrudim,Otradov
CZ0531,Chrudim,Rabštejnská Lhota
CZ0531,Chrudim,Chrudim
CZ0531,Chrudim,Běstvina
CZ0531,Chrudim,Bojanov
CZ0531,Chrudim,Bořice
CZ0531,Chrudim,Bousov
CZ0531,Chrudim,Bylany
CZ0531,Chrudim,Ctětín
CZ0531,Chrudim,Čankovice
CZ0531,Chrudim,České Lhotice
CZ0531,Chrudim,Dědová
CZ0531,Chrudim,Hamry
CZ0531,Chrudim,Heřmanův Městec
CZ0531,Chrudim,Hlinsko
CZ0531,Chrudim,Hluboká
CZ0531,Chrudim,Holetín
CZ0531,Chrudim,Honbice
CZ0531,Chrudim,Horka
CZ0531,Chrudim,Horní Bradlo
CZ0531,Chrudim,Hošťalovice
CZ0531,Chrudim,Hrochův Týnec
CZ0531,Chrudim,Hroubovice
CZ0531,Chrudim,Chrast
CZ0531,Chrudim,Chroustovice
CZ0531,Chrudim,Jenišovice
CZ0531,Chrudim,Kameničky
CZ0531,Chrudim,Kladno
CZ0531,Chrudim,Kočí
CZ0531,Chrudim,Kostelec u Heřmanova Městce
CZ0531,Chrudim,Krásné
CZ0531,Chrudim,Krouna
CZ0531,Chrudim,Leštinka
CZ0531,Chrudim,Libkov
CZ0531,Chrudim,Liboměřice
CZ0531,Chrudim,Lozice
CZ0531,Chrudim,Lukavice
CZ0531,Chrudim,Luže
CZ0531,Chrudim,Míčov-Sušice
CZ0531,Chrudim,Miřetice
CZ0531,Chrudim,Mladoňovice
CZ0531,Chrudim,Morašice
CZ0531,Chrudim,Nabočany
CZ0531,Chrudim,Načešice
CZ0531,Chrudim,Nasavrky
CZ0531,Chrudim,Orel
CZ0531,Chrudim,Perálec
CZ0531,Chrudim,Podhořany u Ronova
CZ0531,Chrudim,Pokřikov
CZ0531,Chrudim,Prachovice
CZ0531,Chrudim,Proseč
CZ0531,Chrudim,Prosetín
CZ0531,Chrudim,Předhradí
CZ0531,Chrudim,Přestavlky
CZ0531,Chrudim,Raná
CZ0531,Chrudim,Ronov nad Doubravou
CZ0531,Chrudim,Rosice
CZ0531,Chrudim,Řestoky
CZ0531,Chrudim,Seč
CZ0531,Chrudim,Skuteč
CZ0531,Chrudim,Slatiňany
CZ0531,Chrudim,Sobětuchy
CZ0531,Chrudim,Střemošice
CZ0531,Chrudim,Studnice
CZ0531,Chrudim,Svídnice
CZ0531,Chrudim,Svratouch
CZ0531,Chrudim,Tisovec
CZ0531,Chrudim,Trhová Kamenice
CZ0531,Chrudim,Trojovice
CZ0531,Chrudim,Třemošnice
CZ0531,Chrudim,Tuněchody
CZ0531,Chrudim,Úhřetice
CZ0531,Chrudim,Vápenný Podol
CZ0531,Chrudim,Včelákov
CZ0531,Chrudim,Vejvanovice
CZ0531,Chrudim,Vítanov
CZ0531,Chrudim,Vojtěchov
CZ0531,Chrudim,Vortová
CZ0531,Chrudim,Vrbatův Kostelec
CZ0531,Chrudim,Všeradov
CZ0531,Chrudim,Vysočina
CZ0531,Chrudim,Zaječice
CZ0531,Chrudim,Žumberk
CZ0531,Chrudim,Klešice
CZ0531,Chrudim,Smrček
CZ0531,Chrudim,Zderaz
CZ0531,Chrudim,Biskupice
CZ0531,Chrudim,Kněžice
CZ0531,Chrudim,Žlebské Chvalovice
CZ0531,Chrudim,Ostrov
CZ0532,Pardubice,Trnávka
CZ0532,Pardubice,Srnojedy
CZ0532,Pardubice,Pardubice IV
CZ0532,Pardubice,Pardubice VI
CZ0532,Pardubice,Pardubice VII
CZ0532,Pardubice,Pardubice II
CZ0532,Pardubice,Pardubice III
CZ0532,Pardubice,Pardubice V
CZ0532,Pardubice,Pardubice I
CZ0532,Pardubice,Pardubice VIII
CZ0532,Pardubice,Pardubice
CZ0532,Pardubice,Chrtníky
CZ0532,Pardubice,Časy
CZ0532,Pardubice,Malé Výkleky
CZ0532,Pardubice,Lány u Dašic
CZ0532,Pardubice,Pravy
CZ0532,Pardubice,Křičeň
CZ0532,Pardubice,Němčice
CZ0532,Pardubice,Újezd u Sezemic
CZ0532,Pardubice,Černá u Bohdanče
CZ0532,Pardubice,Stéblová
CZ0532,Pardubice,Plch
CZ0532,Pardubice,Podůlšany
CZ0532,Pardubice,Dubany
CZ0532,Pardubice,Třebosice
CZ0532,Pardubice,Holotín
CZ0532,Pardubice,Sovolusky
CZ0532,Pardubice,Morašice
CZ0532,Pardubice,Neratov
CZ0532,Pardubice,Kunětice
CZ0532,Pardubice,Spojil
CZ0532,Pardubice,Barchov
CZ0532,Pardubice,Bezděkov
CZ0532,Pardubice,Lázně Bohdaneč
CZ0532,Pardubice,Borek
CZ0532,Pardubice,Brloh
CZ0532,Pardubice,Břehy
CZ0532,Pardubice,Bukovina nad Labem
CZ0532,Pardubice,Bukovina u Přelouče
CZ0532,Pardubice,Bukovka
CZ0532,Pardubice,Býšť
CZ0532,Pardubice,Čeperka
CZ0532,Pardubice,Čepí
CZ0532,Pardubice,Dašice
CZ0532,Pardubice,Dolany
CZ0532,Pardubice,Dolní Roveň
CZ0532,Pardubice,Dolní Ředice
CZ0532,Pardubice,Dříteč
CZ0532,Pardubice,Hlavečník
CZ0532,Pardubice,Holice
CZ0532,Pardubice,Horní Jelení
CZ0532,Pardubice,Horní Ředice
CZ0532,Pardubice,Hrobice
CZ0532,Pardubice,Choltice
CZ0532,Pardubice,Choteč
CZ0532,Pardubice,Chvaletice
CZ0532,Pardubice,Chvojenec
CZ0532,Pardubice,Chýšť
CZ0532,Pardubice,Jankovice
CZ0532,Pardubice,Jaroslav
CZ0532,Pardubice,Jedousov
CZ0532,Pardubice,Jeníkovice
CZ0532,Pardubice,Jezbořice
CZ0532,Pardubice,Kasalice
CZ0532,Pardubice,Kladruby nad Labem
CZ0532,Pardubice,Kojice
CZ0532,Pardubice,Kostěnice
CZ0532,Pardubice,Labské Chrčice
CZ0532,Pardubice,Libišany
CZ0532,Pardubice,Lipoltice
CZ0532,Pardubice,Litošice
CZ0532,Pardubice,Mikulovice
CZ0532,Pardubice,Mokošín
CZ0532,Pardubice,Moravany
CZ0532,Pardubice,Opatovice nad Labem
CZ0532,Pardubice,Ostřešany
CZ0532,Pardubice,Ostřetín
CZ0532,Pardubice,Poběžovice u Holic
CZ0532,Pardubice,Poběžovice u Přelouče
CZ0532,Pardubice,Přelouč
CZ0532,Pardubice,Přelovice
CZ0532,Pardubice,Přepychy
CZ0532,Pardubice,Ráby
CZ0532,Pardubice,Rohovládova Bělá
CZ0532,Pardubice,Rohoznice
CZ0532,Pardubice,Rokytno
CZ0532,Pardubice,Rybitví
CZ0532,Pardubice,Řečany nad Labem
CZ0532,Pardubice,Selmice
CZ0532,Pardubice,Semín
CZ0532,Pardubice,Sezemice
CZ0532,Pardubice,Slepotice
CZ0532,Pardubice,Sopřeč
CZ0532,Pardubice,Srch
CZ0532,Pardubice,Staré Hradiště
CZ0532,Pardubice,Staré Jesenčany
CZ0532,Pardubice,Staré Ždánice
CZ0532,Pardubice,Starý Mateřov
CZ0532,Pardubice,Stojice
CZ0532,Pardubice,Strašov
CZ0532,Pardubice,Svinčany
CZ0532,Pardubice,Svojšice
CZ0532,Pardubice,Tetov
CZ0532,Pardubice,Trusnov
CZ0532,Pardubice,Turkovice
CZ0532,Pardubice,Uhersko
CZ0532,Pardubice,Úhřetická Lhota
CZ0532,Pardubice,Újezd u Přelouče
CZ0532,Pardubice,Urbanice
CZ0532,Pardubice,Valy
CZ0532,Pardubice,Vápno
CZ0532,Pardubice,Veliny
CZ0532,Pardubice,Veselí
CZ0532,Pardubice,Vlčí Habřina
CZ0532,Pardubice,Voleč
CZ0532,Pardubice,Vysoké Chvojno
CZ0532,Pardubice,Vyšehněvice
CZ0532,Pardubice,Zdechovice
CZ0532,Pardubice,Žáravice
CZ0532,Pardubice,Živanice
CZ0533,Svitavy,Březová nad Svitavou
CZ0533,Svitavy,Bělá u Jevíčka
CZ0533,Svitavy,Želivsko
CZ0533,Svitavy,Řídký
CZ0533,Svitavy,Březinky
CZ0533,Svitavy,Hartinkov
CZ0533,Svitavy,Vrážné
CZ0533,Svitavy,Desná
CZ0533,Svitavy,Horní Újezd
CZ0533,Svitavy,Poříčí u Litomyšle
CZ0533,Svitavy,Nová Ves u Jarošova
CZ0533,Svitavy,Biskupice
CZ0533,Svitavy,Banín
CZ0533,Svitavy,Bělá nad Svitavou
CZ0533,Svitavy,Kukle
CZ0533,Svitavy,Nová Sídla
CZ0533,Svitavy,Tržek
CZ0533,Svitavy,Útěchov
CZ0533,Svitavy,Borušov
CZ0533,Svitavy,Dětřichov u Moravské Třebové
CZ0533,Svitavy,Hradec nad Svitavou
CZ0533,Svitavy,Javorník
CZ0533,Svitavy,Opatovec
CZ0533,Svitavy,Chmelík
CZ0533,Svitavy,Karle
CZ0533,Svitavy,Bezděčí u Trnávky
CZ0533,Svitavy,Gruna
CZ0533,Svitavy,Radkov
CZ0533,Svitavy,Svitavy
CZ0533,Svitavy,Benátky
CZ0533,Svitavy,Bohuňov
CZ0533,Svitavy,Bohuňovice
CZ0533,Svitavy,Borová
CZ0533,Svitavy,Brněnec
CZ0533,Svitavy,Březina
CZ0533,Svitavy,Březiny
CZ0533,Svitavy,Budislav
CZ0533,Svitavy,Bystré
CZ0533,Svitavy,Cerekvice nad Loučnou
CZ0533,Svitavy,Čistá
CZ0533,Svitavy,Dětřichov
CZ0533,Svitavy,Dlouhá Loučka
CZ0533,Svitavy,Dolní Újezd
CZ0533,Svitavy,Hartmanice
CZ0533,Svitavy,Horky
CZ0533,Svitavy,Chornice
CZ0533,Svitavy,Chotěnov
CZ0533,Svitavy,Chotovice
CZ0533,Svitavy,Chrastavec
CZ0533,Svitavy,Janov
CZ0533,Svitavy,Janůvky
CZ0533,Svitavy,Jaroměřice
CZ0533,Svitavy,Jarošov
CZ0533,Svitavy,Jedlová
CZ0533,Svitavy,Jevíčko
CZ0533,Svitavy,Kamenec u Poličky
CZ0533,Svitavy,Kamenná Horka
CZ0533,Svitavy,Koclířov
CZ0533,Svitavy,Korouhev
CZ0533,Svitavy,Koruna
CZ0533,Svitavy,Křenov
CZ0533,Svitavy,Kunčina
CZ0533,Svitavy,Květná
CZ0533,Svitavy,Lavičné
CZ0533,Svitavy,Linhartice
CZ0533,Svitavy,Litomyšl
CZ0533,Svitavy,Lubná
CZ0533,Svitavy,Makov
CZ0533,Svitavy,Malíkov
CZ0533,Svitavy,Městečko Trnávka
CZ0533,Svitavy,Mikuleč
CZ0533,Svitavy,Mladějov na Moravě
CZ0533,Svitavy,Morašice
CZ0533,Svitavy,Moravská Třebová
CZ0533,Svitavy,Nedvězí
CZ0533,Svitavy,Oldřiš
CZ0533,Svitavy,Opatov
CZ0533,Svitavy,Osík
CZ0533,Svitavy,Pohledy
CZ0533,Svitavy,Polička
CZ0533,Svitavy,Pomezí
CZ0533,Svitavy,Příluka
CZ0533,Svitavy,Pustá Kamenice
CZ0533,Svitavy,Pustá Rybná
CZ0533,Svitavy,Radiměř
CZ0533,Svitavy,Rohozná
CZ0533,Svitavy,Rozhraní
CZ0533,Svitavy,Rozstání
CZ0533,Svitavy,Rudná
CZ0533,Svitavy,Rychnov na Moravě
CZ0533,Svitavy,Sádek
CZ0533,Svitavy,Sebranice
CZ0533,Svitavy,Sedliště
CZ0533,Svitavy,Sklené
CZ0533,Svitavy,Slatina
CZ0533,Svitavy,Staré Město
CZ0533,Svitavy,Stašov
CZ0533,Svitavy,Strakov
CZ0533,Svitavy,Suchá Lhota
CZ0533,Svitavy,Svojanov
CZ0533,Svitavy,Široký Důl
CZ0533,Svitavy,Študlov
CZ0533,Svitavy,Telecí
CZ0533,Svitavy,Trpín
CZ0533,Svitavy,Trstěnice
CZ0533,Svitavy,Třebařov
CZ0533,Svitavy,Újezdec
CZ0533,Svitavy,Vendolí
CZ0533,Svitavy,Vidlatá Seč
CZ0533,Svitavy,Víska u Jevíčka
CZ0533,Svitavy,Vítějeves
CZ0533,Svitavy,Vranová Lhota
CZ0533,Svitavy,Vysoká
CZ0533,Svitavy,Sloupnice
CZ0533,Svitavy,Němčice
CZ0533,Svitavy,Vlčkov
CZ0534,Ústí nad Orlicí,Rybník
CZ0534,Ústí nad Orlicí,Trpík
CZ0534,Ústí nad Orlicí,Sobkovice
CZ0534,Ústí nad Orlicí,Hrádek
CZ0534,Ústí nad Orlicí,Albrechtice
CZ0534,Ústí nad Orlicí,Bošín
CZ0534,Ústí nad Orlicí,Dlouhá Třebová
CZ0534,Ústí nad Orlicí,Vračovice-Orlov
CZ0534,Ústí nad Orlicí,Dlouhoňovice
CZ0534,Ústí nad Orlicí,Helvíkovice
CZ0534,Ústí nad Orlicí,Běstovice
CZ0534,Ústí nad Orlicí,Semanín
CZ0534,Ústí nad Orlicí,Leština
CZ0534,Ústí nad Orlicí,Nové Hrady
CZ0534,Ústí nad Orlicí,Řepníky
CZ0534,Ústí nad Orlicí,Stradouň
CZ0534,Ústí nad Orlicí,Vinary
CZ0534,Ústí nad Orlicí,Anenská Studánka
CZ0534,Ústí nad Orlicí,Sázava
CZ0534,Ústí nad Orlicí,Kosořín
CZ0534,Ústí nad Orlicí,Radhošť
CZ0534,Ústí nad Orlicí,Týnišťko
CZ0534,Ústí nad Orlicí,Ústí nad Orlicí
CZ0534,Ústí nad Orlicí,Brandýs nad Orlicí
CZ0534,Ústí nad Orlicí,Bučina
CZ0534,Ústí nad Orlicí,Bystřec
CZ0534,Ústí nad Orlicí,Cotkytle
CZ0534,Ústí nad Orlicí,Čenkovice
CZ0534,Ústí nad Orlicí,Červená Voda
CZ0534,Ústí nad Orlicí,Česká Rybná
CZ0534,Ústí nad Orlicí,Česká Třebová
CZ0534,Ústí nad Orlicí,České Heřmanice
CZ0534,Ústí nad Orlicí,České Libchavy
CZ0534,Ústí nad Orlicí,České Petrovice
CZ0534,Ústí nad Orlicí,Damníkov
CZ0534,Ústí nad Orlicí,Dobříkov
CZ0534,Ústí nad Orlicí,Dolní Čermná
CZ0534,Ústí nad Orlicí,Dolní Dobrouč
CZ0534,Ústí nad Orlicí,Libchavy
CZ0534,Ústí nad Orlicí,Dolní Morava
CZ0534,Ústí nad Orlicí,Džbánov
CZ0534,Ústí nad Orlicí,Hejnice
CZ0534,Ústí nad Orlicí,Hnátnice
CZ0534,Ústí nad Orlicí,Horní Čermná
CZ0534,Ústí nad Orlicí,Horní Heřmanice
CZ0534,Ústí nad Orlicí,Horní Třešňovec
CZ0534,Ústí nad Orlicí,Hrušová
CZ0534,Ústí nad Orlicí,Choceň
CZ0534,Ústí nad Orlicí,Jablonné nad Orlicí
CZ0534,Ústí nad Orlicí,Jamné nad Orlicí
CZ0534,Ústí nad Orlicí,Javorník
CZ0534,Ústí nad Orlicí,Jehnědí
CZ0534,Ústí nad Orlicí,Kameničná
CZ0534,Ústí nad Orlicí,Klášterec nad Orlicí
CZ0534,Ústí nad Orlicí,Koldín
CZ0534,Ústí nad Orlicí,Králíky
CZ0534,Ústí nad Orlicí,Krasíkov
CZ0534,Ústí nad Orlicí,Kunvald
CZ0534,Ústí nad Orlicí,Lanškroun
CZ0534,Ústí nad Orlicí,Letohrad
CZ0534,Ústí nad Orlicí,Libecina
CZ0534,Ústí nad Orlicí,Lichkov
CZ0534,Ústí nad Orlicí,Líšnice
CZ0534,Ústí nad Orlicí,Lubník
CZ0534,Ústí nad Orlicí,Lukavice
CZ0534,Ústí nad Orlicí,Luková
CZ0534,Ústí nad Orlicí,Mistrovice
CZ0534,Ústí nad Orlicí,Mladkov
CZ0534,Ústí nad Orlicí,Mostek
CZ0534,Ústí nad Orlicí,Nasavrky
CZ0534,Ústí nad Orlicí,Nekoř
CZ0534,Ústí nad Orlicí,Svatý Jiří
CZ0534,Ústí nad Orlicí,Orlické Podhůří
CZ0534,Ústí nad Orlicí,Orličky
CZ0534,Ústí nad Orlicí,Ostrov
CZ0534,Ústí nad Orlicí,Oucmanice
CZ0534,Ústí nad Orlicí,Pastviny
CZ0534,Ústí nad Orlicí,Petrovice
CZ0534,Ústí nad Orlicí,Písečná
CZ0534,Ústí nad Orlicí,Plchovice
CZ0534,Ústí nad Orlicí,Podlesí
CZ0534,Ústí nad Orlicí,Přívrat
CZ0534,Ústí nad Orlicí,Pustina
CZ0534,Ústí nad Orlicí,Rudoltice
CZ0534,Ústí nad Orlicí,Řetová
CZ0534,Ústí nad Orlicí,Řetůvka
CZ0534,Ústí nad Orlicí,Seč
CZ0534,Ústí nad Orlicí,Skořenice
CZ0534,Ústí nad Orlicí,Slatina
CZ0534,Ústí nad Orlicí,Sopotnice
CZ0534,Ústí nad Orlicí,Sruby
CZ0534,Ústí nad Orlicí,Strážná
CZ0534,Ústí nad Orlicí,Studené
CZ0534,Ústí nad Orlicí,Sudislav nad Orlicí
CZ0534,Ústí nad Orlicí,Sudslava
CZ0534,Ústí nad Orlicí,Šedivec
CZ0534,Ústí nad Orlicí,Tatenice
CZ0534,Ústí nad Orlicí,Těchonín
CZ0534,Ústí nad Orlicí,Tisová
CZ0534,Ústí nad Orlicí,Třebovice
CZ0534,Ústí nad Orlicí,Újezd u Chocně
CZ0534,Ústí nad Orlicí,Velká Skrovnice
CZ0534,Ústí nad Orlicí,Verměřovice
CZ0534,Ústí nad Orlicí,Voděrady
CZ0534,Ústí nad Orlicí,Vraclav
CZ0534,Ústí nad Orlicí,Výprachtice
